text,label,label_id,source,sst_score
"A coda in every sense , The Pinochet Case splits time between a minute-by-minute account of the British court 's extradition chess game and the regime 's talking-head survivors .",positive,2,sst,0.86111
Bring on the sequel .,positive,2,sst,0.72222
A few pieces of the film buzz and whir ; very little of it actually clicks .,negative,0,sst,0.29167
Run for your lives !,negative,0,sst,0.055556
"The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .",positive,2,sst,0.68056
"It 's a big idea , but the film itself is small and shriveled .",negative,0,sst,0.22222
"-LRB- Kirshner wins , but it 's close . -RRB-",neutral,1,sst,0.54167
"Gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clich̩s .",negative,0,sst,0.30556
... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,negative,0,sst,0.18056
Aan opportunity wasted .,negative,0,sst,0.20833
"Merely -LRB- and literally -RRB- tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",negative,0,sst,0.16667
"If the real-life story is genuinely inspirational , the movie stirs us as well .",positive,2,sst,0.81944
It certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .,positive,2,sst,0.66667
"Like Mike is a slight and uninventive movie : Like the exalted Michael Jordan referred to in the title , many can aspire but none can equal .",negative,0,sst,0.25
"Uncertain in tone ... a garbled exercise in sexual politics , a junior varsity Short Cuts by way of Very Bad Things .",negative,0,sst,0.27778
like a poor man 's You Can Count On Me,neutral,1,sst,0.40278
It wo n't bust your gut -- and it 's not intended to -- it 's merely a blandly cinematic surgical examination of what makes a joke a joke .,neutral,1,sst,0.45833
"Cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",negative,0,sst,0.38889
"If you love him , you 'll like it .",positive,2,sst,0.72222
"I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .",negative,0,sst,0.25
At its best early on as it plays the culture clashes between the brothers .,positive,2,sst,0.72222
Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .,negative,0,sst,0.29167
"It does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28K modem .",negative,0,sst,0.23611
"In other words , it 's badder than bad .",negative,0,sst,0.083333
This is the best Star Trek movie in a long time .,positive,2,sst,0.875
"Gee , a second assassin shot Kennedy ?",negative,0,sst,0.375
"It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",positive,2,sst,0.81944
"It 's fun , splashy and entertainingly nasty .",positive,2,sst,0.72222
"Death to Smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .",negative,0,sst,0.33333
"All the characters are stereotypes , and their interaction is numbingly predictable .",negative,0,sst,0.097222
"Highly irritating at first , Mr. Koury 's passive technique eventually begins to yield some interesting results .",neutral,1,sst,0.54167
Just another fish-out-of-water story that barely stays afloat .,negative,0,sst,0.19444
"The screenplay comes across , rather unintentionally , as Hip-Hop Scooby-Doo .",neutral,1,sst,0.43056
"Purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons .",negative,0,sst,0.16667
Tedious Norwegian offering which somehow snagged an Oscar nomination .,negative,0,sst,0.26389
"Nijinsky says , ' I know how to suffer ' and if you see this film you 'll know too .",negative,0,sst,0.22222
"Surprisingly , the film is a hilarious adventure and I shamelessly enjoyed it .",positive,2,sst,0.73611
The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .,positive,2,sst,0.65278
Probably the best case for Christianity since Chesterton and Lewis .,positive,2,sst,0.66667
Playfully profound ... and crazier than Michael Jackson on the top floor of a skyscraper nursery surrounded by open windows .,positive,2,sst,0.79167
An instance of an old dog not only learning but inventing a remarkable new trick .,positive,2,sst,0.69444
The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .,positive,2,sst,0.875
Solondz is so intent on hammering home his message that he forgets to make it entertaining .,negative,0,sst,0.31944
"S1M0NE 's satire is not subtle , but it is effective .",positive,2,sst,0.66667
Not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,negative,0,sst,0.30556
"Nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",negative,0,sst,0.36111
"It 's a rollicking adventure for you and all your mateys , regardless of their ages .",positive,2,sst,0.83333
"The case is a convincing one , and should give anyone with a conscience reason to pause .",positive,2,sst,0.81944
It 's a scorcher .,positive,2,sst,0.73611
It 's a satisfying summer blockbuster and worth a look .,positive,2,sst,0.69444
Succeeds only because Bullock and Grant were made to share the silver screen .,neutral,1,sst,0.5
Thurman and Lewis are hilarious throughout .,positive,2,sst,0.875
It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .,positive,2,sst,0.875
Remarkable for its intelligence and intensity .,positive,2,sst,0.84722
With Spy Kids 2 : The Island of Lost Dreams writer\/director\/producer Robert Rodriguez has cobbled together a film that feels like a sugar high gone awry .,negative,0,sst,0.18056
"It 's a movie that ends with Truckzilla , for cryin ' out loud .",negative,0,sst,0.25
"Lee 's achievement extends to his supple understanding of the role that Brown played in American culture as an athlete , a movie star , and an image of black indomitability .",positive,2,sst,0.625
The movie is one of the best examples of artful Large Format filmmaking you are likely to see anytime soon .,positive,2,sst,0.875
"Viewed as a comedy , a romance , a fairy tale , or a drama , there 's nothing remotely triumphant about this motion picture .",neutral,1,sst,0.52778
"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",negative,0,sst,0.25
"If this is satire , it 's the smug and self-congratulatory kind that lets the audience completely off the hook .",negative,0,sst,0.36111
"-LRB- Less a movie than -RRB- an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .",negative,0,sst,0.027778
But it does have one saving grace .,positive,2,sst,0.75
"Not kids , who do n't need the lesson in repugnance .",neutral,1,sst,0.5
"The film 's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter .",positive,2,sst,0.625
A moving story of determination and the human spirit .,positive,2,sst,0.80556
"It feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .",negative,0,sst,0.13889
Innocuous enough to make even Jean-Claude Van Damme look good .,neutral,1,sst,0.55556
